Country,Region,Classic Alexa/Alexa+,Fleet Type,Enterprise Owned - Resellers,Vertical,Subscription Type,Partner Name,Start Date,End Date,Scenario,Metrics,Value
SA,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Saudi Tourism Authority,3/1/26,3/1/26,OP2,New Deployments,0
SA,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Saudi Tourism Authority,3/1/26,3/1/26,OP2,Install Base,0
SA,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Saudi Tourism Authority,3/1/26,3/1/26,OP2,Revenue (Subscription + Rev-Share),0
SA,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Saudi Tourism Authority,4/1/26,4/1/26,OP2,New Deployments,0
SA,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Saudi Tourism Authority,4/1/26,4/1/26,OP2,Install Base,0
SA,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Saudi Tourism Authority,4/1/26,4/1/26,OP2,Revenue (Subscription + Rev-Share),0
SA,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Saudi Tourism Authority,5/1/26,5/1/26,OP2,New Deployments,0
SA,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Saudi Tourism Authority,5/1/26,5/1/26,OP2,Install Base,0
SA,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Saudi Tourism Authority,5/1/26,5/1/26,OP2,Revenue (Subscription + Rev-Share),0
SA,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Saudi Tourism Authority,6/1/26,6/1/26,OP2,New Deployments,0
SA,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Saudi Tourism Authority,6/1/26,6/1/26,OP2,Install Base,0
SA,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Saudi Tourism Authority,6/1/26,6/1/26,OP2,Revenue (Subscription + Rev-Share),0
SA,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Saudi Tourism Authority,7/1/26,7/1/26,OP2,New Deployments,500
SA,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Saudi Tourism Authority,7/1/26,7/1/26,OP2,Install Base,500
SA,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Saudi Tourism Authority,7/1/26,7/1/26,OP2,Revenue (Subscription + Rev-Share),0
SA,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Saudi Tourism Authority,8/1/26,8/1/26,OP2,New Deployments,500
SA,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Saudi Tourism Authority,8/1/26,8/1/26,OP2,Install Base,1000
SA,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Saudi Tourism Authority,8/1/26,8/1/26,OP2,Revenue (Subscription + Rev-Share),25000
SA,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Saudi Tourism Authority,9/1/26,9/1/26,OP2,New Deployments,1000
SA,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Saudi Tourism Authority,9/1/26,9/1/26,OP2,Install Base,2000
SA,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Saudi Tourism Authority,9/1/26,9/1/26,OP2,Revenue (Subscription + Rev-Share),50000
SA,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Saudi Tourism Authority,10/1/26,10/1/26,OP2,New Deployments,1000
SA,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Saudi Tourism Authority,10/1/26,10/1/26,OP2,Install Base,3000
SA,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Saudi Tourism Authority,10/1/26,10/1/26,OP2,Revenue (Subscription + Rev-Share),100000
SA,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Saudi Tourism Authority,11/1/26,11/1/26,OP2,New Deployments,1000
SA,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Saudi Tourism Authority,11/1/26,11/1/26,OP2,Install Base,4000
SA,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Saudi Tourism Authority,11/1/26,11/1/26,OP2,Revenue (Subscription + Rev-Share),150000
SA,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Saudi Tourism Authority,12/1/26,12/1/26,OP2,New Deployments,1000
SA,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Saudi Tourism Authority,12/1/26,12/1/26,OP2,Install Base,5000
SA,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Saudi Tourism Authority,12/1/26,12/1/26,OP2,Revenue (Subscription + Rev-Share),200000
US,US,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Fairmont,1/1/26,1/1/26,OP2,New Deployments,0
US,US,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Fairmont,1/1/26,1/1/26,OP2,Install Base,0
US,US,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Fairmont,1/1/26,1/1/26,OP2,Revenue (Subscription + Rev-Share),0
US,US,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Fairmont,2/1/26,2/1/26,OP2,New Deployments,0
US,US,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Fairmont,2/1/26,2/1/26,OP2,Install Base,0
US,US,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Fairmont,2/1/26,2/1/26,OP2,Revenue (Subscription + Rev-Share),0
US,US,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Fairmont,3/1/26,3/1/26,OP2,New Deployments,0
US,US,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Fairmont,3/1/26,3/1/26,OP2,Install Base,0
US,US,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Fairmont,3/1/26,3/1/26,OP2,Revenue (Subscription + Rev-Share),0
US,US,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Fairmont,4/1/26,4/1/26,OP2,New Deployments,0
US,US,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Fairmont,4/1/26,4/1/26,OP2,Install Base,0
US,US,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Fairmont,4/1/26,4/1/26,OP2,Revenue (Subscription + Rev-Share),0
US,US,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Fairmont,5/1/26,5/1/26,OP2,New Deployments,0
US,US,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Fairmont,5/1/26,5/1/26,OP2,Install Base,0
US,US,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Fairmont,5/1/26,5/1/26,OP2,Revenue (Subscription + Rev-Share),0
US,US,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Fairmont,6/1/26,6/1/26,OP2,New Deployments,0
US,US,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Fairmont,6/1/26,6/1/26,OP2,Install Base,0
US,US,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Fairmont,6/1/26,6/1/26,OP2,Revenue (Subscription + Rev-Share),0
US,US,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Fairmont,7/1/26,7/1/26,OP2,New Deployments,500
US,US,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Fairmont,7/1/26,7/1/26,OP2,Install Base,500
US,US,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Fairmont,7/1/26,7/1/26,OP2,Revenue (Subscription + Rev-Share),0
US,US,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Fairmont,8/1/26,8/1/26,OP2,New Deployments,750
US,US,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Fairmont,8/1/26,8/1/26,OP2,Install Base,1250
US,US,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Fairmont,8/1/26,8/1/26,OP2,Revenue (Subscription + Rev-Share),12500
US,US,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Fairmont,9/1/26,9/1/26,OP2,New Deployments,750
US,US,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Fairmont,9/1/26,9/1/26,OP2,Install Base,2000
US,US,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Fairmont,9/1/26,9/1/26,OP2,Revenue (Subscription + Rev-Share),31250
US,US,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Fairmont,10/1/26,10/1/26,OP2,New Deployments,750
US,US,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Fairmont,10/1/26,10/1/26,OP2,Install Base,2750
US,US,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Fairmont,10/1/26,10/1/26,OP2,Revenue (Subscription + Rev-Share),50000
US,US,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Fairmont,11/1/26,11/1/26,OP2,New Deployments,750
US,US,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Fairmont,11/1/26,11/1/26,OP2,Install Base,3500
US,US,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Fairmont,11/1/26,11/1/26,OP2,Revenue (Subscription + Rev-Share),68750
US,US,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Fairmont,12/1/26,12/1/26,OP2,New Deployments,0
US,US,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Fairmont,12/1/26,12/1/26,OP2,Install Base,3500
US,US,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Fairmont,12/1/26,12/1/26,OP2,Revenue (Subscription + Rev-Share),87500
ES,EU,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Minor Hotels,1/1/26,1/1/26,OP2,New Deployments,0
ES,EU,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Minor Hotels,1/1/26,1/1/26,OP2,Install Base,0
ES,EU,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Minor Hotels,1/1/26,1/1/26,OP2,Revenue (Subscription + Rev-Share),0
ES,EU,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Minor Hotels,2/1/26,2/1/26,OP2,New Deployments,0
ES,EU,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Minor Hotels,2/1/26,2/1/26,OP2,Install Base,0
ES,EU,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Minor Hotels,2/1/26,2/1/26,OP2,Revenue (Subscription + Rev-Share),0
ES,EU,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Minor Hotels,3/1/26,3/1/26,OP2,New Deployments,0
ES,EU,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Minor Hotels,3/1/26,3/1/26,OP2,Install Base,0
ES,EU,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Minor Hotels,3/1/26,3/1/26,OP2,Revenue (Subscription + Rev-Share),0
ES,EU,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Minor Hotels,4/1/26,4/1/26,OP2,New Deployments,0
ES,EU,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Minor Hotels,4/1/26,4/1/26,OP2,Install Base,0
ES,EU,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Minor Hotels,4/1/26,4/1/26,OP2,Revenue (Subscription + Rev-Share),0
ES,EU,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Minor Hotels,5/1/26,5/1/26,OP2,New Deployments,0
ES,EU,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Minor Hotels,5/1/26,5/1/26,OP2,Install Base,0
ES,EU,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Minor Hotels,5/1/26,5/1/26,OP2,Revenue (Subscription + Rev-Share),0
ES,EU,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Minor Hotels,6/1/26,6/1/26,OP2,New Deployments,0
ES,EU,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Minor Hotels,6/1/26,6/1/26,OP2,Install Base,0
ES,EU,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Minor Hotels,6/1/26,6/1/26,OP2,Revenue (Subscription + Rev-Share),0
ES,EU,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Minor Hotels,7/1/26,7/1/26,OP2,New Deployments,0
ES,EU,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Minor Hotels,7/1/26,7/1/26,OP2,Install Base,0
ES,EU,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Minor Hotels,7/1/26,7/1/26,OP2,Revenue (Subscription + Rev-Share),0
ES,EU,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Minor Hotels,8/1/26,8/1/26,OP2,New Deployments,250
ES,EU,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Minor Hotels,8/1/26,8/1/26,OP2,Install Base,250
ES,EU,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Minor Hotels,8/1/26,8/1/26,OP2,Revenue (Subscription + Rev-Share),0
ES,EU,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Minor Hotels,9/1/26,9/1/26,OP2,New Deployments,250
ES,EU,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Minor Hotels,9/1/26,9/1/26,OP2,Install Base,500
ES,EU,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Minor Hotels,9/1/26,9/1/26,OP2,Revenue (Subscription + Rev-Share),6250
ES,EU,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Minor Hotels,10/1/26,10/1/26,OP2,New Deployments,250
ES,EU,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Minor Hotels,10/1/26,10/1/26,OP2,Install Base,750
ES,EU,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Minor Hotels,10/1/26,10/1/26,OP2,Revenue (Subscription + Rev-Share),12500
ES,EU,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Minor Hotels,11/1/26,11/1/26,OP2,New Deployments,250
ES,EU,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Minor Hotels,11/1/26,11/1/26,OP2,Install Base,1000
ES,EU,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Minor Hotels,11/1/26,11/1/26,OP2,Revenue (Subscription + Rev-Share),18750
ES,EU,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Minor Hotels,12/1/26,12/1/26,OP2,New Deployments,500
ES,EU,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Minor Hotels,12/1/26,12/1/26,OP2,Install Base,1500
ES,EU,Alexa+,Managed,Enterprise Owned,Hospitality,Subscription Revenue,Minor Hotels,12/1/26,12/1/26,OP2,Revenue (Subscription + Rev-Share),25000
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Senior Living,Subscription Revenue,Speak2 Software,1/1/26,1/1/26,OP2,Install Base,6683
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Senior Living,Subscription Revenue,Speak2 Software,1/1/26,1/1/26,OP2,Revenue (Subscription + Rev-Share),27946.99
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Senior Living,Subscription Revenue,Speak2 Software,2/1/26,2/1/26,OP2,Install Base,6683
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Senior Living,Subscription Revenue,Speak2 Software,2/1/26,2/1/26,OP2,Revenue (Subscription + Rev-Share),27946.99
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Senior Living,Subscription Revenue,Speak2 Software,3/1/26,3/1/26,OP2,Install Base,6683
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Senior Living,Subscription Revenue,Speak2 Software,3/1/26,3/1/26,OP2,Revenue (Subscription + Rev-Share),27946.99
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Senior Living,Subscription Revenue,Speak2 Software,4/1/26,4/1/26,OP2,Install Base,6683
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Senior Living,Subscription Revenue,Speak2 Software,4/1/26,4/1/26,OP2,Revenue (Subscription + Rev-Share),27946.99
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Senior Living,Subscription Revenue,Speak2 Software,5/1/26,5/1/26,OP2,Install Base,6683
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Senior Living,Subscription Revenue,Speak2 Software,5/1/26,5/1/26,OP2,Revenue (Subscription + Rev-Share),27946.99
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Senior Living,Subscription Revenue,Speak2 Software,6/1/26,6/1/26,OP2,Install Base,6683
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Senior Living,Subscription Revenue,Speak2 Software,6/1/26,6/1/26,OP2,Revenue (Subscription + Rev-Share),27946.99
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Senior Living,Subscription Revenue,Speak2 Software,7/1/26,7/1/26,OP2,Install Base,6571.62
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Senior Living,Subscription Revenue,Speak2 Software,7/1/26,7/1/26,OP2,Revenue (Subscription + Rev-Share),27946.99
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Senior Living,Subscription Revenue,Speak2 Software,8/1/26,8/1/26,OP2,Install Base,6460.23
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Senior Living,Subscription Revenue,Speak2 Software,8/1/26,8/1/26,OP2,Revenue (Subscription + Rev-Share),27481.21
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Senior Living,Subscription Revenue,Speak2 Software,9/1/26,9/1/26,OP2,Install Base,6348.85
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Senior Living,Subscription Revenue,Speak2 Software,9/1/26,9/1/26,OP2,Revenue (Subscription + Rev-Share),27015.43
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Senior Living,Subscription Revenue,Speak2 Software,10/1/26,10/1/26,OP2,Install Base,6237.47
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Senior Living,Subscription Revenue,Speak2 Software,10/1/26,10/1/26,OP2,Revenue (Subscription + Rev-Share),26549.65
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Senior Living,Subscription Revenue,Speak2 Software,11/1/26,11/1/26,OP2,Install Base,6126.08
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Senior Living,Subscription Revenue,Speak2 Software,11/1/26,11/1/26,OP2,Revenue (Subscription + Rev-Share),26083.86
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Senior Living,Subscription Revenue,Speak2 Software,12/1/26,12/1/26,OP2,Install Base,6014.7
US,US,Classic Alexa,Managed,Enterprise Owned - Resellers,Senior Living,Subscription Revenue,Speak2 Software,12/1/26,12/1/26,OP2,Revenue (Subscription + Rev-Share),25618.08
ES,EU,Classic Alexa,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Sanitas ES,1/1/26,1/1/26,OP2,New Deployments,200
ES,EU,Classic Alexa,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Sanitas ES,1/1/26,1/1/26,OP2,Install Base,1880
ES,EU,Classic Alexa,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Sanitas ES,1/1/26,1/1/26,OP2,Revenue (Subscription + Rev-Share),7752.19
ES,EU,Classic Alexa,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Sanitas ES,2/1/26,2/1/26,OP2,New Deployments,200
ES,EU,Classic Alexa,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Sanitas ES,2/1/26,2/1/26,OP2,Install Base,2080
ES,EU,Classic Alexa,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Sanitas ES,2/1/26,2/1/26,OP2,Revenue (Subscription + Rev-Share),8675.07
ES,EU,Classic Alexa,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Sanitas ES,3/1/26,3/1/26,OP2,New Deployments,200
ES,EU,Classic Alexa,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Sanitas ES,3/1/26,3/1/26,OP2,Install Base,2280
ES,EU,Classic Alexa,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Sanitas ES,3/1/26,3/1/26,OP2,Revenue (Subscription + Rev-Share),9597.95
ES,EU,Classic Alexa,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Sanitas ES,4/1/26,4/1/26,OP2,New Deployments,200
ES,EU,Classic Alexa,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Sanitas ES,4/1/26,4/1/26,OP2,Install Base,2480
ES,EU,Classic Alexa,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Sanitas ES,4/1/26,4/1/26,OP2,Revenue (Subscription + Rev-Share),10520.83
ES,EU,Classic Alexa,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Sanitas ES,5/1/26,5/1/26,OP2,New Deployments,200
ES,EU,Classic Alexa,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Sanitas ES,5/1/26,5/1/26,OP2,Install Base,2680
ES,EU,Classic Alexa,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Sanitas ES,5/1/26,5/1/26,OP2,Revenue (Subscription + Rev-Share),11443.71
ES,EU,Classic Alexa,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Sanitas ES,6/1/26,6/1/26,OP2,New Deployments,100
ES,EU,Classic Alexa,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Sanitas ES,6/1/26,6/1/26,OP2,Install Base,2780
ES,EU,Classic Alexa,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Sanitas ES,6/1/26,6/1/26,OP2,Revenue (Subscription + Rev-Share),12366.59
ES,EU,Classic Alexa,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Sanitas ES,7/1/26,7/1/26,OP2,New Deployments,0
ES,EU,Classic Alexa,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Sanitas ES,7/1/26,7/1/26,OP2,Install Base,2780
ES,EU,Classic Alexa,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Sanitas ES,7/1/26,7/1/26,OP2,Revenue (Subscription + Rev-Share),12828.03
ES,EU,Classic Alexa,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Sanitas ES,8/1/26,8/1/26,OP2,New Deployments,0
ES,EU,Classic Alexa,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Sanitas ES,8/1/26,8/1/26,OP2,Install Base,2780
ES,EU,Classic Alexa,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Sanitas ES,8/1/26,8/1/26,OP2,Revenue (Subscription + Rev-Share),12828.03
ES,EU,Classic Alexa,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Sanitas ES,9/1/26,9/1/26,OP2,New Deployments,0
ES,EU,Classic Alexa,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Sanitas ES,9/1/26,9/1/26,OP2,Install Base,2780
ES,EU,Classic Alexa,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Sanitas ES,9/1/26,9/1/26,OP2,Revenue (Subscription + Rev-Share),12828.03
ES,EU,Classic Alexa,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Sanitas ES,10/1/26,10/1/26,OP2,New Deployments,0
ES,EU,Classic Alexa,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Sanitas ES,10/1/26,10/1/26,OP2,Install Base,2780
ES,EU,Classic Alexa,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Sanitas ES,10/1/26,10/1/26,OP2,Revenue (Subscription + Rev-Share),12828.03
ES,EU,Classic Alexa,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Sanitas ES,11/1/26,11/1/26,OP2,New Deployments,0
ES,EU,Classic Alexa,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Sanitas ES,11/1/26,11/1/26,OP2,Install Base,2780
ES,EU,Classic Alexa,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Sanitas ES,11/1/26,11/1/26,OP2,Revenue (Subscription + Rev-Share),12828.03
ES,EU,Classic Alexa,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Sanitas ES,12/1/26,12/1/26,OP2,New Deployments,0
ES,EU,Classic Alexa,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Sanitas ES,12/1/26,12/1/26,OP2,Install Base,2780
ES,EU,Classic Alexa,Managed,Enterprise Owned,Senior Living,Subscription Revenue,Sanitas ES,12/1/26,12/1/26,OP2,Revenue (Subscription + Rev-Share),12828.03
UAE,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Purehealth,1/1/26,1/1/26,OP2,New Deployments,0
UAE,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Purehealth,1/1/26,1/1/26,OP2,Install Base,0
UAE,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Purehealth,1/1/26,1/1/26,OP2,Revenue (Subscription + Rev-Share),0
UAE,MENA,Alexa+,Managed,Enterprise Owned,Cruise Line & Premium Hospitality,Subscription Revenue,Purehealth,2/1/26,2/1/26,OP2,New Deployments,0
